Date,Sentiment,Stock Return
2020-01-16,3640.0,32.916668
2020-01-17,4162.0,33.840668
2020-01-22,3737.0,38.125999
2020-01-24,5888.0,38.042
2020-01-27,1505.0,36.132668
2020-01-28,5424.0,37.899334
2020-01-29,5944.0,38.379333
2020-01-30,5746.0,42.161331
2020-01-31,6524.0,42.666668
2020-02-03,5114.0,44.912666
2020-02-04,2266.0,58.863998
2020-02-05,3257.0,54.883999
2020-02-06,3677.0,46.661331
2020-02-07,1909.0,48.703335
2020-02-10,2228.0,53.333332
2020-02-12,6077.0,51.858002
2020-02-14,5965.0,52.481335
2020-02-19,4066.0,61.566666
2020-02-20,1281.0,60.796665
2020-02-21,7832.0,60.465332
2020-02-25,3014.0,56.599998
2020-03-02,1999.0,47.417332
2020-03-03,5009.0,53.666668
2020-03-06,9958.0,46.0
2020-03-10,6916.0,43.962002
2020-03-11,5224.0,42.68
2020-03-16,3172.0,31.299999
2020-03-18,4066.0,25.933332
2020-03-19,3262.0,24.98
2020-03-24,4543.0,31.82
2020-03-26,3821.0,36.492668
2020-03-27,2721.0,33.666668
2020-03-30,426.0,34.017334
2020-03-31,8565.0,33.416668
2020-04-06,3752.0,34.080002
2020-04-07,2780.0,36.333332
2020-04-08,3945.0,36.946667
2020-04-13,8892.0,39.344002
2020-04-14,2463.0,46.598
2020-04-16,3558.0,47.796001
2020-04-17,2012.0,51.485332
2020-04-22,7886.0,46.931999
2020-04-23,1999.0,48.506668
2020-04-24,657.0,47.387333
2020-04-27,3958.0,49.174
2020-04-29,4784.0,52.678001
2020-04-30,4788.0,57.012669
2020-05-01,5909.0,50.333332
2020-05-04,4371.0,46.733334
2020-05-06,9115.0,51.766666
2020-05-11,4580.0,52.700668
2020-05-12,8789.0,55.133331
2020-05-13,7119.0,54.722
2020-05-14,5353.0,52.0
2020-05-15,3268.0,52.689999
2020-05-18,1548.0,55.185333
2020-05-19,9369.0,54.344666
2020-05-22,9519.0,54.811333
2020-05-26,6305.0,55.633331
2020-05-27,9280.0,54.723999
2020-06-02,9158.0,59.646667
2020-06-08,2832.0,61.266666
2020-06-10,1676.0,66.125336
2020-06-11,9322.0,66.013336
2020-06-15,2626.0,61.186001
2020-06-19,8819.0,67.518669
2020-06-22,2406.0,66.66333
2020-06-25,4966.0,63.618
2020-06-26,7311.0,66.318665
2020-06-30,6167.0,67.099998
2020-07-01,1479.0,72.199997
2020-07-02,5290.0,81.431999
