Date,Sentiment,Stock Return
2020-12-17,8.0,209.396667
2020-12-21,9.0,222.080002
2020-12-24,6.0,214.330002
2020-12-29,6.0,220.333328
2020-12-30,6.0,224.0
2020-12-31,3.0,233.330002
2021-01-04,6.0,239.820007
2021-01-07,8.0,259.209991
2021-01-08,6.0,285.333344
2021-01-12,9.0,277.0
2021-01-13,9.0,284.253326
2021-01-15,5.0,284.0
2021-01-21,10.0,285.0
2021-01-22,4.0,278.103333
2021-01-26,7.0,297.126678
2021-01-28,10.0,273.333344
2021-01-29,10.0,276.666656
2021-02-01,8.0,271.429993
2021-02-02,10.0,281.559998
2021-02-04,9.0,285.0
2021-02-08,9.0,289.890015
2021-02-09,6.0,285.040009
2021-02-10,9.0,281.213318
2021-02-11,8.0,270.813324
2021-02-17,6.0,259.696655
2021-02-19,9.0,265.0
2021-02-23,7.0,220.710007
2021-02-24,10.0,237.28334
2021-02-25,8.0,242.050003
2021-02-26,8.0,233.333328
2021-03-01,8.0,230.036667
2021-03-02,7.0,239.426666
2021-03-03,8.0,229.330002
2021-03-04,7.0,218.600006
2021-03-05,7.0,208.686661
2021-03-08,8.0,200.183334
2021-03-12,8.0,223.333328
2021-03-15,8.0,231.363327
2021-03-17,4.0,218.956665
2021-03-18,7.0,228.096664
2021-03-19,9.0,215.53334
2021-03-23,10.0,225.256668
2021-03-24,10.0,222.636673
2021-03-25,8.0,204.333328
2021-03-30,7.0,200.583328
2021-03-31,5.0,215.539993
2021-04-01,8.0,229.456665
2021-04-05,8.0,235.903336
2021-04-06,6.0,230.100006
2021-04-07,7.0,229.0
2021-04-08,7.0,225.793335
2021-04-09,7.0,225.92334
2021-04-14,6.0,256.899994
2021-04-15,9.0,247.699997
2021-04-16,8.0,242.883331
2021-04-22,7.0,247.166672
2021-04-23,5.0,239.933334
2021-04-27,7.0,239.320007
2021-04-28,7.0,232.136673
2021-04-29,6.0,233.169998
2021-05-05,7.0,227.020004
2021-05-06,9.0,226.919998
2021-05-07,9.0,221.933334
2021-05-11,8.0,199.746674
2021-05-13,9.0,200.513336
2021-05-18,8.0,189.333328
2021-05-19,10.0,184.183334
2021-05-20,8.0,191.666672
2021-05-24,8.0,193.866669
2021-05-26,9.0,202.520004
2021-05-28,8.0,209.5
2021-06-02,9.0,206.710007
2021-06-04,8.0,193.236664
2021-06-11,4.0,203.410004
2021-06-14,6.0,204.07666
2021-06-15,6.0,205.563339
2021-06-16,6.0,199.179993
2021-06-17,5.0,200.630005
2021-06-21,6.0,208.160004
2021-06-24,6.0,224.996674
2021-06-25,8.0,229.860001
2021-06-28,9.0,223.880005
2021-06-30,6.0,226.589996
2021-07-01,7.0,227.973328
2021-07-02,8.0,226.32666
2021-07-06,9.0,227.236664
2021-07-07,7.0,221.42334
2021-07-08,5.0,209.456665
2021-07-09,5.0,217.726669
2021-07-13,8.0,228.773331
2021-07-14,4.0,223.583328
2021-07-20,6.0,217.330002
2021-07-26,7.0,216.990005
2021-07-27,4.0,221.133331
2021-07-28,7.0,215.666672
2021-07-29,6.0,216.596664
2021-07-30,8.0,223.919998
2021-08-02,7.0,233.333328
2021-08-03,7.0,239.666672
2021-08-04,7.0,237.0
2021-08-05,6.0,238.666672
2021-08-06,8.0,237.300003
2021-08-13,4.0,241.236664
2021-08-20,6.0,227.616669
2021-08-23,4.0,228.479996
2021-08-25,6.0,235.676666
2021-08-30,7.0,238.240005
2021-08-31,9.0,244.333328
2021-09-02,4.0,244.833328
2021-09-03,10.0,244.083328
2021-09-09,6.0,251.136673
2021-09-10,4.0,253.199997
2021-09-13,6.0,246.736664
2021-09-15,6.0,248.333328
2021-09-16,5.0,250.943329
2021-09-17,3.0,252.383331
2021-09-21,5.0,244.929993
2021-09-24,9.0,248.630005
2021-10-01,4.0,259.466675
2021-10-04,9.0,265.5
